timestamp,switch_count,avg_lat,min_lat,max_lat,p95_lat,p99_lat,stddev_lat,over20,over50,over100,avg_prio,highest_prio,label
1777482558,43,37.79,12.54,121.37,71.00,121.37,20.23,41,6,1,1037.0,140,1
1777482559,42,35.18,16.12,119.00,53.33,119.00,16.75,36,3,1,1037.0,140,1
1777482560,42,34.42,15.58,69.83,55.87,69.83,12.85,38,5,0,1037.5,140,1
1777482561,43,34.03,17.62,83.00,53.42,83.00,12.16,40,3,0,1038.0,140,1
1777482562,43,38.41,16.50,166.29,48.46,166.29,21.74,39,2,1,1038.0,140,1
1777482563,43,33.04,13.75,56.41,49.66,56.41,10.13,38,2,0,1038.0,140,1
1777482564,42,37.65,11.71,131.54,56.29,131.54,18.81,38,6,1,1038.2,140,1
1777482565,42,38.25,14.92,122.54,72.67,122.54,18.70,40,5,1,1039.0,140,1
1777482566,43,35.35,11.79,85.00,62.12,85.00,13.92,39,3,0,1039.0,140,1
1777482567,42,36.15,9.00,73.29,46.83,73.29,10.28,40,1,0,1039.0,140,1
1777482568,42,35.42,11.83,106.42,67.87,106.42,16.85,37,4,1,1039.0,140,1
1777482569,43,33.94,13.00,161.66,50.04,161.66,22.27,36,3,1,1039.9,140,1
1777482570,43,36.75,14.58,77.50,69.62,77.50,14.83,40,6,0,1040.0,140,1
1777482571,41,56.39,15.17,858.23,76.62,858.23,128.20,38,3,2,1040.0,140,1
1777482572,43,36.03,12.50,67.12,65.21,67.12,13.22,39,6,0,1040.0,140,1
1777482573,42,36.73,17.50,84.33,50.37,84.33,12.23,40,3,0,1040.5,140,1
1777482574,42,33.47,14.21,66.21,49.83,66.21,11.47,40,2,0,1041.0,140,1
1777482575,43,34.42,14.29,72.96,60.96,72.96,13.14,36,5,0,1041.0,140,1
1777482576,42,37.02,15.54,115.79,51.62,115.79,15.51,41,4,1,1041.0,140,1
1777482577,42,38.76,14.92,135.29,72.71,135.29,20.88,39,4,1,1041.3,140,1
1777482578,42,32.04,15.12,79.67,46.50,79.67,11.33,37,1,0,1042.0,140,1
1777482579,43,34.56,12.67,83.12,49.71,83.12,12.08,40,2,0,1042.0,140,1
1777482580,43,33.74,14.79,85.08,59.25,85.08,13.56,36,3,0,1042.0,140,1
1777482581,42,35.60,18.50,96.79,62.04,96.79,15.02,41,4,0,1042.0,140,1
1777482582,43,34.30,15.58,78.92,63.29,78.92,13.97,37,4,0,1043.0,140,1
1777482583,43,33.76,10.75,58.96,56.67,58.96,11.33,39,3,0,1043.0,140,1
1777482584,43,34.49,11.17,89.00,52.33,89.00,13.64,39,3,0,1043.0,140,1
1777482585,42,33.75,19.25,70.25,51.21,70.25,10.73,39,3,0,1043.0,140,1
1777482586,41,38.48,16.71,87.46,54.37,87.46,14.20,39,5,0,1043.7,140,1
1777482587,42,42.03,14.75,156.25,64.21,156.25,26.25,38,7,2,1044.0,140,1
1777482588,43,51.09,10.83,611.61,76.29,611.61,109.95,30,4,2,1044.0,140,1
1777482589,43,218.94,11.67,8109.38,51.96,8109.38,1217.62,37,6,1,1044.0,140,1
1777482590,44,33.52,14.92,137.66,123.46,137.66,27.78,35,5,3,1044.4,140,1
1777482591,42,20.59,11.62,48.96,38.12,48.96,9.21,18,0,0,1045.0,140,1
1777482592,43,27.61,10.33,107.71,54.83,107.71,17.17,30,3,1,1045.0,140,1
1777482593,42,31.23,9.75,137.16,78.83,137.16,25.37,25,8,1,1045.0,140,1
1777482594,42,33.01,16.00,109.87,56.62,109.87,15.92,38,4,1,1045.1,140,1
1777482595,42,32.35,10.21,120.00,48.58,120.00,17.48,36,2,1,1046.0,140,1
1777482596,43,29.10,11.46,99.29,75.25,99.29,19.08,28,4,0,1046.0,140,1
1777482597,44,27.60,8.50,172.00,40.67,172.00,24.44,30,2,1,1046.0,140,1
1777482598,43,22.38,9.50,65.04,32.00,65.04,8.17,28,1,0,1046.0,140,1
1777482599,43,25.26,8.92,116.96,52.75,116.96,16.96,26,3,1,1046.8,140,1
1777482600,44,23.96,10.17,36.37,32.92,36.37,5.44,33,0,0,1047.0,140,1
1777482601,42,23.97,8.42,50.00,44.25,50.00,8.26,25,0,0,1047.0,140,1
1777482602,42,32.61,9.17,87.04,51.58,87.04,15.26,36,5,0,1047.0,140,1
1777482603,42,35.17,12.62,157.91,75.08,157.91,23.74,35,4,1,1047.5,140,1
1777482604,43,29.94,12.87,48.83,44.75,48.83,8.12,38,0,0,1048.0,140,1
1777482605,42,27.83,11.46,62.54,51.17,62.54,10.47,34,3,0,1048.0,140,1
1777482606,43,29.06,10.21,52.25,47.17,52.25,10.58,32,2,0,1048.0,140,1
1777482607,42,30.23,9.42,73.71,70.96,73.71,15.00,32,4,0,1048.2,140,1
1777482608,44,31.77,5.67,218.91,57.67,218.91,32.01,29,5,1,1049.0,140,1
1777482609,43,28.96,10.08,125.92,45.25,125.92,17.83,33,1,1,1049.0,140,1
1777482610,43,30.01,12.79,164.29,45.50,164.29,22.62,32,2,1,1049.0,140,1
1777482611,43,30.65,10.00,66.96,50.83,66.96,12.30,34,3,0,1049.0,140,1
1777482612,43,27.80,11.42,128.08,49.71,128.08,18.01,30,2,1,1049.9,140,1
1777482613,43,24.53,9.62,101.37,49.42,101.37,15.73,19,2,1,1050.0,140,1
1777482614,43,32.01,13.08,224.91,46.92,224.91,31.53,31,2,1,1050.0,140,1
1777482615,43,23.57,10.67,48.37,42.96,48.37,9.14,24,0,0,1050.0,140,1
1777482616,43,29.74,9.17,148.58,66.67,148.58,24.67,26,3,2,1050.6,140,1
1777482617,44,26.04,7.71,93.96,57.00,93.96,15.65,23,3,0,1051.0,140,1
1777482618,43,24.38,11.67,92.71,39.79,92.71,12.79,28,1,0,1051.0,140,1
1777482619,43,30.81,11.00,217.91,39.33,217.91,30.00,30,1,1,1051.0,140,1
1777482620,42,32.30,13.25,124.83,54.04,124.83,18.03,34,4,1,1051.3,140,1
1777482621,42,29.58,11.04,89.00,50.25,89.00,15.48,32,3,0,1052.0,140,1
1777482622,43,30.18,9.17,78.17,54.96,78.17,13.31,34,3,0,1052.0,140,1
1777482623,43,27.32,8.96,78.29,45.46,78.29,12.55,28,2,0,1052.0,140,1
1777482624,43,24.55,8.21,51.21,41.12,51.21,8.78,30,1,0,1052.0,140,1
1777482625,43,27.53,13.04,93.33,40.21,93.33,12.59,36,2,0,1053.0,140,1
1777482626,42,27.70,8.54,51.17,49.04,51.17,11.49,29,2,0,1053.0,140,1
1777482627,43,23.31,7.08,53.12,41.79,53.12,9.16,24,2,0,1053.0,140,1
1777482628,43,22.21,6.58,101.75,35.62,101.75,14.67,21,1,1,1053.0,140,1
1777482629,42,28.29,12.92,97.08,52.54,97.08,15.99,27,3,0,1053.7,140,1
1777482630,43,17.85,7.38,56.25,30.92,56.25,8.40,9,1,0,1054.0,140,1
1777482631,42,20.98,7.38,47.08,38.87,47.08,8.88,20,0,0,1054.0,140,1
1777482632,42,27.50,11.88,163.50,49.00,163.50,25.43,20,2,1,1054.0,140,1
1777482633,42,19.52,11.38,48.83,38.37,48.83,8.81,14,0,0,1054.5,140,1
1777482634,42,19.19,9.21,77.08,39.08,77.08,13.71,9,2,0,1055.0,140,1
1777482635,42,19.24,8.00,99.71,33.58,99.71,14.96,10,2,0,1055.0,140,1
1777482636,43,17.64,7.21,54.87,29.62,54.87,8.60,10,1,0,1055.0,140,1
1777482637,42,19.68,11.92,69.67,42.08,69.67,11.63,11,1,0,1055.2,140,1
1777482638,43,16.60,10.79,43.92,27.04,43.92,6.35,7,0,0,1056.0,140,1
1777482639,43,29.33,8.12,52.67,48.21,52.67,11.19,36,1,0,1056.0,140,1
1777482640,42,20.71,9.33,76.12,35.37,76.12,10.82,14,1,0,1056.0,140,1
1777482641,42,23.01,9.71,159.25,48.29,159.25,23.54,14,2,1,1056.0,140,1
1777482642,42,19.31,5.79,78.29,39.04,78.29,12.37,11,1,0,1056.9,140,1
1777482643,43,18.12,7.08,49.25,44.96,49.25,9.68,10,0,0,1057.0,140,1
1777482644,42,19.27,11.79,47.00,37.38,47.00,8.87,13,0,0,1057.0,140,1
1777482645,42,16.84,9.29,42.62,31.67,42.62,7.49,9,0,0,1057.0,140,1
1777482646,41,21.22,8.58,124.21,43.37,124.21,18.54,10,1,1,1057.6,140,1
1777482647,42,30.98,8.12,316.24,47.67,316.24,47.82,18,2,2,1058.0,140,1
1777482648,41,24.05,8.04,109.12,44.08,109.12,16.08,23,2,1,1058.0,140,1
1777482649,43,20.15,7.96,46.33,40.17,46.33,8.78,16,0,0,1058.0,140,1
1777482650,42,17.27,9.33,52.33,30.00,52.33,7.93,10,1,0,1058.3,140,1
1777482651,42,19.26,8.88,57.33,46.00,57.33,10.17,11,2,0,1059.0,140,1
1777482652,42,19.18,7.50,49.79,36.54,49.79,8.35,12,0,0,1059.0,140,1
1777482653,42,16.98,9.83,38.12,31.08,38.12,6.65,10,0,0,1059.0,140,1
1777482654,42,17.37,7.42,47.54,27.21,47.54,6.74,10,0,0,1059.0,140,1
1777482655,42,22.53,8.96,195.66,43.79,195.66,28.38,12,1,1,1060.0,140,1
1777482656,42,23.45,11.96,125.00,45.92,125.00,18.35,18,2,1,1060.0,140,1
1777482657,43,20.17,5.96,51.29,46.25,51.29,10.65,12,1,0,1060.0,140,1
1777482658,42,20.94,8.00,66.96,46.17,66.96,12.20,15,2,0,1060.0,140,1
1777482659,42,27.29,10.38,66.12,51.00,66.12,13.89,25,3,0,1060.7,140,1
1777482660,43,25.97,10.04,49.87,42.50,49.87,8.64,33,0,0,1061.0,140,1
1777482661,42,22.69,7.04,131.75,41.79,131.75,20.54,14,2,1,1061.0,140,1
1777482662,42,25.50,8.04,71.58,51.79,71.58,14.40,23,3,0,1061.0,140,1
1777482663,42,25.06,8.58,102.25,40.00,102.25,15.33,21,2,1,1061.4,140,1
1777482664,44,34.12,9.42,232.50,65.58,232.50,33.57,30,4,1,1062.0,140,1
1777482665,41,21.78,9.83,147.96,36.29,147.96,21.37,12,1,1,1062.0,140,1
1777482666,41,31.37,7.58,125.00,52.42,125.00,23.72,27,4,2,1062.0,140,1
1777482667,42,27.04,8.79,61.96,46.71,61.96,12.05,26,1,0,1062.1,140,1
1777482668,43,27.53,6.54,129.96,41.21,129.96,18.62,31,2,1,1063.0,140,1
1777482669,43,25.89,10.21,52.21,42.91,52.21,9.08,32,1,0,1063.0,140,1
1777482670,43,30.04,9.46,155.46,53.21,155.46,22.10,31,4,1,1063.0,140,1
1777482671,43,31.66,8.12,104.37,72.75,104.37,19.80,32,4,1,1063.0,140,1
1777482672,42,30.00,9.25,46.83,45.62,46.83,9.81,35,0,0,1063.8,140,1
1777482673,43,28.27,6.87,165.21,53.46,165.21,25.02,21,5,1,1064.0,140,1
1777482674,42,33.20,11.79,158.83,63.91,158.83,24.07,29,4,1,1064.0,140,1
1777482675,42,31.03,9.92,188.08,55.04,188.08,27.05,30,3,1,1064.0,140,1
1777482676,42,28.10,6.00,68.50,55.50,68.50,14.82,27,5,0,1064.5,140,1
1777482677,43,63.00,7.29,1554.01,60.46,1554.01,230.47,30,5,1,1065.0,140,1
1777482678,42,74.41,7.67,1878.09,62.50,1878.09,282.27,30,5,2,1065.0,140,1
1777482679,42,31.79,9.58,150.41,93.29,150.41,26.51,28,5,1,1065.0,140,1
1777482680,43,26.38,9.29,51.67,45.96,51.67,9.40,32,2,0,1065.2,140,1
1777482681,42,28.66,9.50,92.50,56.67,92.50,14.20,28,3,0,1066.0,140,1
1777482682,43,34.19,9.67,266.12,44.25,266.12,37.06,33,2,1,1066.0,140,1
1777482683,42,34.63,11.12,197.00,51.37,197.00,27.57,34,3,1,1066.0,140,1
1777482684,43,25.89,11.54,49.71,45.25,49.71,8.56,28,0,0,1066.0,140,1
1777482685,43,40.58,10.12,453.32,58.91,453.32,68.17,29,5,2,1066.9,140,1
1777482686,42,29.79,15.79,132.12,48.71,132.12,18.66,28,2,1,1067.0,140,1
1777482687,42,53.05,11.71,967.31,52.62,967.31,143.32,37,4,1,1067.0,140,1
1777482688,43,28.27,9.75,61.25,49.79,61.25,11.01,33,2,0,1067.0,140,1
1777482689,43,31.38,8.75,93.16,52.50,93.16,15.02,35,4,0,1067.6,140,1
1777482690,41,38.33,15.25,141.25,53.75,141.25,20.94,38,5,1,1068.0,140,1
1777482691,42,31.33,8.42,95.58,47.87,95.58,14.02,35,2,0,1068.0,140,1
1777482692,44,35.36,7.29,245.91,51.08,245.91,34.13,35,4,1,1068.0,140,1
1777482693,42,31.40,6.21,152.66,51.25,152.66,22.26,30,3,1,1068.3,140,1
1777482694,43,28.28,10.25,110.71,57.79,110.71,19.03,28,3,1,1069.0,140,1
1777482695,42,26.28,7.54,52.00,49.46,52.00,11.00,31,1,0,1069.0,140,1
1777482696,42,28.07,7.04,125.21,57.12,125.21,19.52,29,4,1,1069.0,140,1
1777482697,42,29.51,8.54,100.54,50.62,100.54,16.53,28,3,1,1069.0,140,1
1777482698,43,24.88,8.42,57.58,43.96,57.58,10.46,26,1,0,1070.0,140,1
1777482699,43,27.52,9.67,168.87,44.00,168.87,23.81,24,1,1,1070.0,140,1
1777482700,43,27.70,7.12,51.29,49.37,51.29,10.85,31,1,0,1070.0,140,1
1777482701,42,25.76,8.17,51.29,44.33,51.29,11.03,24,1,0,1070.0,140,1
1777482702,42,28.17,10.21,51.50,46.46,51.50,10.65,31,1,0,1070.7,140,1
1777482703,42,31.30,11.79,73.25,50.50,73.25,14.35,30,3,0,1071.0,140,1
1777482704,42,32.54,7.71,245.70,78.46,245.70,36.56,27,4,1,1071.0,140,1
1777482705,42,35.91,13.38,157.33,81.21,157.33,26.34,33,5,2,1071.0,140,1
1777482706,43,26.24,7.38,132.29,45.58,132.29,18.82,26,2,1,1071.4,140,1
1777482707,43,28.53,8.00,101.25,44.33,101.25,15.77,31,2,1,1072.0,140,1
1777482708,42,28.78,9.33,146.79,51.33,146.79,21.14,29,3,1,1072.0,140,1
1777482709,43,28.17,10.42,126.79,55.25,126.79,18.61,28,3,1,1072.0,140,1
1777482710,42,32.98,8.29,93.08,70.08,93.08,18.09,33,7,0,1072.1,140,1
1777482711,42,29.11,8.71,93.54,77.37,93.54,18.72,25,4,0,1073.0,140,1
1777482712,41,26.98,7.04,111.21,43.54,111.21,15.48,29,1,1,1073.0,140,1
1777482713,43,30.36,8.96,124.58,67.37,124.58,20.13,29,4,1,1073.0,140,1
1777482714,43,29.05,10.33,84.37,61.16,84.37,15.99,32,5,0,1073.0,140,1
1777482715,42,29.83,9.33,50.00,47.08,50.00,11.09,32,0,0,1073.9,140,1
1777482716,43,25.23,7.33,48.50,44.16,48.50,10.36,28,0,0,1074.0,140,1
1777482717,42,32.41,8.17,133.62,77.33,133.62,24.20,31,5,2,1074.0,140,1
1777482718,42,25.03,6.75,48.62,46.42,48.62,9.77,26,0,0,1074.0,140,1
1777482719,43,27.48,7.54,172.29,41.17,172.29,23.68,30,1,1,1074.6,140,1
1777482720,42,28.70,12.46,82.87,47.83,82.87,13.06,32,2,0,1075.0,140,1
1777482721,43,34.17,7.96,317.87,61.75,317.87,46.24,28,4,1,1075.0,140,1
1777482722,43,26.50,13.29,52.04,45.50,52.04,9.03,32,1,0,1075.0,140,1
1777482723,43,30.02,7.33,110.67,49.08,110.67,16.49,32,1,1,1075.3,140,1
1777482724,42,31.11,6.79,149.71,82.92,149.71,25.95,25,5,1,1076.0,140,1
1777482725,43,30.09,9.33,77.83,50.87,77.83,13.83,31,4,0,1076.0,140,1
1777482726,43,28.55,8.71,86.75,54.12,86.75,14.40,31,3,0,1076.0,140,1
1777482727,42,32.13,13.46,151.58,48.25,151.58,21.00,35,2,1,1076.0,140,1
1777482728,41,30.68,13.50,115.66,49.29,115.66,17.06,32,2,1,1077.0,140,1
1777482729,42,64.27,6.96,1691.30,41.04,1691.30,254.29,27,1,1,1077.0,140,1
1777482730,43,28.23,13.62,56.83,48.83,56.83,10.48,33,2,0,1077.0,140,1
1777482731,43,28.01,6.83,83.25,54.46,83.25,14.76,30,3,0,1077.0,140,1
1777482732,42,47.96,7.88,648.78,130.62,648.78,97.93,28,5,3,1077.7,140,1
1777482733,42,28.71,7.08,100.75,48.58,100.75,15.28,32,2,1,1078.0,140,1
1777482734,43,24.04,7.62,47.38,40.96,47.38,9.33,27,0,0,1078.0,140,1
1777482735,43,29.44,6.54,112.83,46.75,112.83,18.02,32,2,1,1078.0,140,1
1777482736,42,24.27,11.96,51.75,37.04,51.75,8.44,25,1,0,1078.4,140,1
1777482737,42,28.53,10.38,68.46,51.17,68.46,12.38,30,3,0,1079.0,140,1
1777482738,42,28.92,8.04,84.87,47.71,84.87,13.15,33,2,0,1079.0,140,1
1777482739,43,25.94,9.33,51.16,47.79,51.16,10.03,28,1,0,1079.0,140,1
1777482740,43,30.21,8.54,101.04,51.92,101.04,16.50,29,4,1,1079.1,140,1
1777482741,42,25.38,9.25,61.79,44.42,61.79,10.16,27,1,0,1080.0,140,1
1777482742,43,27.76,9.00,92.67,45.50,92.67,14.35,28,2,0,1080.0,140,1
1777482743,42,28.21,12.62,87.92,49.71,87.92,14.40,28,2,0,1080.0,140,1
1777482744,43,23.54,7.12,49.46,39.25,49.46,9.11,24,0,0,1080.0,140,1
1777482745,43,27.46,9.88,55.25,46.96,55.25,10.62,30,1,0,1080.8,140,1
1777482746,44,26.04,8.29,102.66,47.46,102.66,15.61,26,2,1,1081.0,140,1
1777482747,42,29.59,14.67,109.04,59.62,109.04,16.82,28,3,1,1081.0,140,1
1777482748,42,29.51,14.17,92.37,47.08,92.37,14.00,32,1,0,1081.0,140,1
1777482749,42,25.02,9.67,52.87,44.33,52.87,9.95,28,2,0,1081.5,140,1
1777482750,42,29.48,12.54,72.00,53.75,72.00,13.24,33,4,0,1082.0,140,1
1777482751,42,25.42,7.75,50.83,45.21,50.83,10.00,28,1,0,1082.0,140,1
1777482752,43,27.27,12.54,49.46,46.79,49.46,10.36,30,0,0,1082.0,140,1
1777482753,42,24.90,6.08,48.21,40.04,48.21,8.61,30,0,0,1082.2,140,1
1777482754,42,30.78,16.92,61.71,50.00,61.71,10.24,37,2,0,1083.0,140,1
1777482755,43,34.16,10.92,122.71,56.91,122.71,18.31,34,3,1,1083.0,140,1
1777482756,43,25.86,6.79,57.87,49.67,57.87,12.21,24,2,0,1083.0,140,1
1777482757,43,29.90,7.92,142.41,57.33,142.41,21.45,28,3,1,1083.0,140,1
1777482758,42,27.51,8.42,54.42,49.75,54.42,11.58,30,2,0,1083.9,140,1
1777482759,43,31.08,8.83,225.29,48.00,225.29,33.84,30,2,2,1084.0,140,1
1777482760,42,28.14,7.75,53.37,50.58,53.37,11.61,32,4,0,1084.0,140,1
1777482761,42,25.12,9.96,87.83,45.96,87.83,13.34,25,2,0,1084.0,140,1
1777482762,43,30.90,6.29,102.83,70.46,102.83,18.97,31,5,1,1084.6,140,1
1777482763,42,30.26,8.62,58.37,57.41,58.37,13.97,32,5,0,1085.0,140,1
1777482764,43,27.06,6.92,57.04,50.58,57.04,11.18,31,3,0,1085.0,140,1
1777482765,42,30.65,7.08,138.91,52.58,138.91,21.18,30,4,1,1085.0,140,1
1777482766,42,26.82,7.75,89.79,50.75,89.79,14.66,27,3,0,1085.3,140,1
1777482767,43,29.35,9.67,196.21,48.33,196.21,27.99,23,2,1,1086.0,140,1
1777482768,41,32.80,11.62,162.87,61.79,162.87,25.35,30,6,1,1086.0,140,1
1777482769,42,28.65,6.67,107.96,76.17,107.96,20.94,30,4,2,1086.0,140,1
1777482770,43,31.17,7.12,139.00,54.21,139.00,20.91,32,5,1,1086.0,140,1
1777482771,42,26.74,9.33,60.92,49.54,60.92,12.44,28,2,0,1087.0,140,1
1777482772,42,29.35,11.67,75.37,51.12,75.37,13.02,32,3,0,1087.0,140,1
1777482773,41,30.20,9.67,109.16,52.00,109.16,16.99,30,4,1,1087.0,140,1
1777482774,43,24.85,11.04,51.79,44.83,51.79,9.23,26,1,0,1087.0,140,1
1777482775,43,27.97,7.96,56.42,50.62,56.42,10.85,34,3,0,1087.7,140,1
1777482776,42,26.63,7.17,94.67,45.67,94.67,15.46,26,2,0,1088.0,140,1
1777482777,42,30.90,9.08,110.29,53.04,110.29,17.66,29,3,1,1088.0,140,1
1777482778,42,31.57,8.33,117.50,56.33,117.50,19.49,31,3,1,1088.0,140,1
1777482779,43,24.61,5.88,52.21,46.75,52.21,11.06,27,1,0,1088.4,140,1
1777482780,43,29.07,7.67,135.87,51.75,135.87,20.27,25,3,1,1089.0,140,1
1777482781,43,26.78,7.96,52.00,45.16,52.00,10.52,30,1,0,1089.0,140,1
1777482782,43,27.98,12.62,131.66,56.04,131.66,20.24,23,3,1,1089.0,140,1
1777482783,42,31.76,7.54,125.79,54.54,125.79,19.82,29,5,1,1089.1,140,1
1777482784,41,27.21,12.42,56.92,49.96,56.92,11.02,29,2,0,1090.0,140,1
1777482785,43,29.86,12.58,82.42,46.67,82.42,12.50,34,1,0,1090.0,140,1
1777482786,41,23.69,10.25,45.33,43.33,45.33,9.32,22,0,0,1090.0,140,1
1777482787,44,27.82,7.83,121.83,44.96,121.83,17.80,29,2,1,1090.0,140,1
1777482788,42,30.05,9.92,69.83,52.71,69.83,12.57,32,3,0,1090.8,140,1
1777482789,42,24.19,8.92,63.00,41.37,63.00,10.68,25,1,0,1091.0,140,1
1777482790,44,35.11,7.71,411.53,48.46,411.53,58.60,28,2,1,1091.0,140,1
1777482791,42,24.12,7.71,44.92,40.58,44.92,8.38,27,0,0,1091.0,140,1
1777482792,41,28.37,10.17,56.00,52.00,56.00,12.30,26,3,0,1091.5,140,1
1777482793,42,28.96,9.00,57.79,55.21,57.79,12.69,30,3,0,1092.0,140,1
1777482794,42,26.27,8.46,54.08,39.37,54.08,9.64,31,2,0,1092.0,140,1
1777482795,42,30.10,8.62,55.87,55.04,55.87,12.19,36,3,0,1092.0,140,1
1777482796,44,25.83,8.83,52.91,48.54,52.91,11.27,27,1,0,1092.2,140,1
1777482797,42,29.75,7.96,192.00,51.87,192.00,27.57,26,4,1,1093.0,140,1
1777482798,42,26.32,7.50,58.21,45.42,58.21,10.84,28,1,0,1093.0,140,1
1777482799,43,32.53,10.04,304.54,57.92,304.54,45.24,23,3,2,1093.0,140,1
1777482800,43,29.38,7.58,101.42,48.96,101.42,16.03,30,1,1,1093.0,140,1
1777482801,43,28.54,8.46,152.58,53.00,152.58,21.63,29,3,1,1094.0,140,1
1777482802,42,27.17,9.75,90.37,46.37,90.37,13.39,31,1,0,1094.0,140,1
1777482803,42,30.98,6.62,110.16,52.04,110.16,17.46,29,4,1,1094.0,140,1
1777482804,42,25.27,6.92,52.08,38.96,52.08,10.09,31,1,0,1094.0,140,1
1777482805,43,28.20,9.08,51.42,50.46,51.42,12.16,29,3,0,1094.7,140,1
1777482806,42,31.98,6.88,135.91,117.62,135.91,27.08,30,3,3,1095.0,140,1
1777482807,42,28.13,12.33,58.83,46.21,58.83,11.25,29,2,0,1095.0,140,1
1777482808,42,29.40,6.67,69.08,47.50,69.08,13.05,30,1,0,1095.0,140,1
1777482809,42,25.75,8.00,54.33,48.50,54.33,11.09,28,2,0,1095.4,140,1
1777482810,43,26.94,6.71,53.00,51.29,53.00,12.98,24,3,0,1096.0,140,1
1777482811,43,25.19,7.62,52.67,48.62,52.67,10.86,26,2,0,1096.0,140,1
1777482812,43,26.52,9.54,56.62,44.75,56.62,9.36,31,1,0,1096.0,140,1
1777482813,42,28.99,12.54,109.37,50.33,109.37,16.38,30,3,1,1096.1,140,1
1777482814,43,24.38,9.54,58.58,46.04,58.58,10.79,23,2,0,1097.0,140,1
1777482815,42,45.20,10.71,515.07,116.75,515.07,78.06,30,5,3,1097.0,140,1
1777482816,43,25.09,7.67,45.71,43.58,45.71,8.31,28,0,0,1097.0,140,1
1777482817,43,37.32,12.96,236.50,95.54,236.50,36.15,34,6,2,1097.0,140,1
1777482818,43,33.08,13.08,94.33,54.04,94.33,15.71,34,5,0,1097.8,140,1
1777482819,42,28.25,9.50,77.21,53.83,77.21,14.18,30,4,0,1098.0,140,1
1777482820,41,36.95,15.96,175.46,67.21,175.46,30.06,31,5,2,1098.0,140,1
1777482821,43,24.45,10.67,46.83,42.88,46.83,9.27,25,0,0,1098.0,140,1
1777482822,43,26.61,9.79,53.04,47.67,53.04,10.29,32,1,0,1098.5,140,1
1777482823,43,30.05,9.88,117.54,50.25,117.54,17.56,31,3,1,1099.0,140,1
1777482824,42,29.01,12.92,72.46,58.46,72.46,14.10,28,5,0,1099.0,140,1
1777482825,43,41.42,7.50,466.07,51.29,466.07,67.14,33,5,1,1099.0,140,1
1777482826,42,25.58,7.62,45.87,44.62,45.87,9.17,33,0,0,1099.2,140,1
1777482827,42,26.87,7.96,58.37,48.58,58.37,11.44,29,2,0,1100.0,140,1
